whiskey,Match_1,Reco_1,Match_2,Reco_2,Match_3,Reco_3,Match_4,Reco_4,Match_5,Reco_5,Match_6,Reco_6,Match_7,Reco_7,Match_8,Reco_8,Match_9,Reco_9,Match_10,Reco_10,Match_11,Reco_11,Match_12,Reco_12,Match_13,Reco_13,Match_14,Reco_14,Match_15,Reco_15,Match_16,Reco_16,Match_17,Reco_17,Match_18,Reco_18,Match_19,Reco_19,Match_20,Reco_20
Compass Box Peat Monster,0.926338848538238,Bowmore 12,0.9183779250290893,Bruichladdich Port Charlotte Scottish Barley,0.9056995000877677,Bruichladdich Port Charlotte 10,0.9031414744236224,Ardbeg 10,0.8839974194110739,Laphroaig Quarter Cask,0.8801783355863942,Longrow Peated,0.8774851587643928,Caol Ila 12,0.8770739254905038,Laphroaig 18,0.8755129488725911,Lagavulin 16,0.8719993101131442,Highland Park 12,0.8694138473894797,Lagavulin 8,0.8660271819113189,Kilchoman Machir Bay,0.8624033164044715,Laphroaig 10,0.8609651075692191,Jura Prophecy,0.8565984498580488,Ardbeg Airigh Nam Beist 1990,0.8556881619892209,Bruichladdich Octomore 6.1,0.8550464370767351,Talisker 10,0.8541327344144725,Ardbeg Galileo,0.8517955280907097,Ardbeg Corryvreckan,0.8504893142926717,Bruichladdich Port Charlotte The Peat Project
High West A Midwinter Nights Dram,0.8827457229359355,Thomas H. Handy 2013,0.8711956679925947,Smooth Ambler Old Scout Rye 7,0.869895022701176,Four Roses Single Barrel Private Selection OBSQ,0.8684633764865894,Smooth Ambler Old Scout Rye 8,0.8673713469074134,Willett Family Estate Rye 4y,0.8631941394328391,High West Bourye,0.8620942379036145,Four Roses Single Barrel,0.8614419596675997,Thomas H. Handy 2014,0.858217137299082,High West Son of Bourye,0.8521224565922499,High West Rendezvous Rye,0.8476697406959331,Colonel E.H. Taylor Straight Rye,0.8353154265049293,Michter's Barrel Strength Rye,0.8345215407657649,Bulleit Bourbon,0.8342417253800678,Willett Family Estate Rye 3y,0.8272394442007205,Wild Turkey 101 Rye,0.8268332747894118,Sazerac Rye,0.8250714580795463,Four Roses Small Batch Limited Edition 2013 125th Anniversary,0.8202698041478165,Pikesville Rye,0.817861659722161,WhistlePig 10 Straight Rye,0.8166909039681978,Rittenhouse Rye 100
High West Bourye,0.944450605548439,Michter's Barrel Strength Rye,0.9362055366324089,Colonel E.H. Taylor Straight Rye,0.9268746045775031,WhistlePig 10 Straight Rye,0.9241276648278056,Russell's Reserve Single Barrel Rye,0.9232402333315506,Willett Family Estate Rye 3y,0.9225799540124199,High West Double Rye,0.9213806823348172,High West Rendezvous Rye,0.916858927723867,Pikesville Rye,0.9120219661767871,Rittenhouse Rye 100,0.9094127993298702,Old Grand Dad 114,0.9047536690230289,Willett Family Estate Rye 4y,0.9034861897354662,High West Son of Bourye,0.9011569879117329,Four Roses Single Barrel Private Selection OBSQ,0.9008781119395093,Sazerac Rye,0.8964966428275976,Smooth Ambler Old Scout Rye 8,0.892706423777636,Old Grand Dad 100 Bottled in Bond,0.8926495745722538,Wild Turkey 101,0.8919803258563765,Michter's 10 Rye,0.8906831780825111,Bulleit Rye,0.8897009104150091,Thomas H. Handy 2013
Glengoyne 21,0.9185270514734215,GlenDronach 15 Revival,0.9179158100031642,Balvenie 15 Single Barrel Sherry Cask,0.9175767991103856,Bunnahabhain 18,0.9130919834814402,Kavalan Solist Sherry,0.912116683789654,GlenDronach 21 Parliament,0.9076700244818003,Glenfarclas 15,0.9012403813793584,Glenfarclas 105 Cask Strength,0.8983375398616038,Glengoyne 25,0.8914063803198284,Glenmorangie Lasanta,0.881785673628273,Glenfarclas 25,0.8805741481055899,Glenfarclas 21,0.8805484202994126,Benrinnes 23,0.8793143048671389,Dalmore 15,0.878954302596433,GlenDronach 12 Original,0.8749036321858978,Aberlour A'bunadh batch #47,0.8714289271681077,Macallan Edition No. 2,0.8705235825914378,GlenDronach 18 Allardice,0.8704011117117976,Macallan 12,0.8698955234267203,Balblair 1990 2nd Release,0.8697223989187379,Glenfarclas 17
Finlaggan Old Reserve,0.9169477729687769,Laphroaig 18,0.9142962089423446,Laphroaig 10,0.9036228860405837,Lagavulin 16,0.8913178345425965,Caol Ila 12,0.8893277392249699,Kilchoman Machir Bay,0.8865424670557551,Lagavulin 12,0.8799762208189458,Laphroaig 10 Cask Strength,0.873078543600938,Black Bottle,0.8700331094359213,Laphroaig Quarter Cask,0.8692802185664105,Laphroaig Triplewood,0.8686536987810449,Ardbeg Ardbog,0.8640822915486914,Ardbeg 10,0.8614415581303726,Bruichladdich Port Charlotte The Peat Project,0.8613000087091522,Ardmore Traditional Cask Peated,0.8580001387924105,Ardbeg Uigeadail,0.8577301831422195,Bowmore 12,0.856274645692895,Ardbeg Corryvreckan,0.8550130202425197,Smokehead,0.8456414809254093,Bunnahabhain Toiteach,0.8402587437862933,Longrow Peated
Johnnie Walker Gold Label,0.9120578001447047,Johnnie Walker Green Label,0.9103240700919426,Johnnie Walker Platinum Label,0.9085305277259077,Johnnie Walker Blue Label,0.8988569861926472,Dewar's 12,0.8840354842777086,Mackinlay's Shackleton Rare Old Highland Malt Whisky,0.8803059850973738,Cragganmore 12,0.8745357179027986,Speyburn 10,0.8690813963012063,Johnnie Walker Black Label,0.8667419476812921,Bruichladdich The Laddie Ten,0.8639872850224896,Clynelish 14,0.8588690551204256,Chivas Regal 12,0.8548318524172012,Compass Box Great King St. Artist's Blend,0.8505326621817431,Sheep Dip,0.8429760322820931,Highland Park 12,0.8382295678685175,Highland Park 18,0.8289456161368742,Ardmore Traditional Cask Peated,0.8282563601994686,Black Bottle,0.8234838164181961,Dalwhinnie 15,0.8229286177157352,Johnnie Walker Red Label,0.8140690065153059,Oban 14
Compass Box Spice Tree,0.8481910239832414,Compass Box Oak Cross,0.8321037937579288,Balvenie 12 Single Barrel First Fill,0.8229320031287285,Glenlivet 15 French Oak Reserve,0.8147461742219647,Balcones Texas Single Malt,0.8119837091886769,Balvenie 15 Single Barrel,0.8112733182291634,Glenlivet 18,0.7994838657048531,Clynelish 14,0.7978710942970484,Glenfarclas 12,0.7836611677903447,Compass Box Great King St. Artist's Blend,0.7833384374068961,Glenfiddich 18,0.7790069107926094,Arran 10,0.7780162847787271,Aberfeldy 12,0.7770805504610384,Glenmorangie 18,0.7770649972021509,Glenlivet 16 Nadurra,0.7753763464794021,Arran 14,0.7649678309693824,Glenfarclas 17,0.7626617096375181,Glenmorangie Astar,0.7617712174009389,Amrut Fusion,0.7616886434190377,Monkey Shoulder,0.7612511607555001,Deanston 12
Glenmorangie Signet,0.8363212846937238,GlenDronach 21 Parliament,0.8301945518325206,Glenfarclas 40,0.8253843053134196,GlenDronach 15 Revival,0.7993663936766366,Bunnahabhain 18,0.7988976425060635,Glengoyne 21,0.7968506240483604,Glenfarclas 25,0.7915127957320742,Glengoyne 25,0.7873576728731133,Balcones Texas Single Malt,0.7784772821174734,Glenfarclas 15,0.7771251655661671,Dalmore 12,0.7750775813290774,Glenfarclas 105 Cask Strength,0.7698431018085705,Auchentoshan Three Wood,0.7615274016071525,Glenlivet 18,0.7531500593525216,Macallan 12 Double Cask,0.7484818297045966,Dalmore 15,0.7401228337019012,Glenfiddich 18,0.7372070837994084,Balvenie 17 Doublewood,0.7344590700127819,Kavalan Solist Sherry,0.729319668866498,Glenfarclas 17,0.7288401578959389,Westland Sherry Wood
Old Pulteney 17,0.925853482414464,Old Pulteney 12,0.9032829240830219,Old Pulteney 21,0.8909003935514289,Clynelish 14,0.8850877563425262,Arran 14,0.8677542504582725,Arran 10,0.8556173511726352,Scapa 16,0.8535490019702588,Bunnahabhain 12,0.8528963793553457,Glenmorangie 18,0.8386377940311753,Oban 18,0.8380286008680202,Glenlivet 16 Nadurra,0.8377482258954027,Bunnahabhain 18,0.8363993128522313,Oban 14,0.8280429445205426,Glenmorangie 10 Original,0.8274220769701054,Johnnie Walker Green Label,0.8253623543514221,AnCnoc 16,0.8189091753539566,Springbank 16 Local Barley,0.8187746558305466,Glenlivet 18,0.8171052908525176,Tobermory 10,0.8168465456236117,Cragganmore 12,0.8168067252883886,Glenlivet 15 French Oak Reserve
GlenDronach 21 Parliament,0.9553343188725375,GlenDronach 15 Revival,0.9198469873092601,Glenfarclas 40,0.9133538916585788,Glengoyne 21,0.912316111049174,Glenfarclas 105 Cask Strength,0.911024080447695,Macallan Sherry Cask Strength,0.9059195846953841,Benrinnes 14 1999 Lady of the Glen,0.9034251343450482,Glenfarclas 25,0.900358827713213,Kavalan Solist Sherry,0.8973261794332782,Auchentoshan Three Wood,0.8956133447480583,Glenfarclas 15,0.890571302013967,Bunnahabhain 18,0.8880832089267159,Benrinnes 23,0.8853720017361612,Dalmore 12,0.8845493704131696,Balvenie 15 Single Barrel Sherry Cask,0.8839957269819717,GlenDronach 12 Original,0.8826684917162122,Dalmore 15,0.8801543794100666,Macallan 12 Sherry,0.8790687306317901,Aberlour A'bunadh batch #45,0.8771086417660587,Glengoyne 25,0.874211111855255,Aberlour A'bunadh batch #47
Alberta Premium Dark Horse,0.8990917750412757,Lot No. 40,0.8924747756570034,Four Roses Single Barrel,0.8782871060933839,Collingwood 21,0.8613571030338787,Bulleit Bourbon,0.8600104574967713,Thomas H. Handy 2013,0.8566323302607479,Smooth Ambler Old Scout Rye 7,0.8537572956656957,Wild Turkey 101 Rye,0.8500269655568353,Forty Creek Barrel Select,0.8480823933672739,Willett Family Estate Rye 4y,0.846732332982866,Smooth Ambler Old Scout Rye 8,0.8439641864352476,Four Roses Small Batch,0.841766719163648,Rittenhouse Rye 100,0.8345483979112072,J.P. Wiser's Dissertation,0.8330911947567404,Woodford Reserve Distiller's Select,0.8327602240643363,Crown Royal Northern Harvest Rye,0.8313065558932891,1792 Ridgemont Reserve,0.830931406714442,Colonel E.H. Taylor Straight Rye,0.8302610000203228,High West A Midwinter Nights Dram,0.8298902707479586,High West Rendezvous Rye,0.82630869063658,Old Grand Dad 100 Bottled in Bond
Evan Williams Black Label,0.9248991819820501,Elmer T. Lee,0.9211334964483546,Woodford Reserve Distiller's Select,0.9180475218166693,Buffalo Trace,0.9134548416790012,Wild Turkey 101,0.9077649437023609,Blanton's Original Single Barrel,0.8944111656566107,Elijah Craig 12,0.8939273411478628,Maker's Mark,0.8936410224144217,Four Roses Small Batch,0.8928594007958475,Evan Williams Single Barrel 2003,0.8843711597859549,Colonel E.H. Taylor Small Batch,0.8838863831529622,Old Grand Dad 114,0.8826027887189828,Eagle Rare 10,0.8823210487194999,Jim Beam Black 8 Double Aged,0.8794264500125062,W.L. Weller 12,0.8716081010490555,Old Grand Dad 100 Bottled in Bond,0.8701158918406877,Four Roses Yellow Label,0.8698291356547104,Henry McKenna 10 Single Barrel,0.8669843731357084,Bulleit Bourbon,0.8664470602237785,Heaven Hill 6 Bottled in Bond,0.8622304064762184,Jack Daniel's Single Barrel
Craigellachie 13,0.8951399669092985,Deanston 12,0.8889916705344499,Aberfeldy 12,0.8866135506585754,Arran 10,0.8732951166354902,Arran 14,0.8708962123400151,Clynelish 14,0.8659239846187756,Aultmore 12,0.8642684313533313,Monkey Shoulder,0.8638547674484881,Tobermory 10,0.8600761946429689,BenRiach 12,0.8559883083236166,Old Pulteney 12,0.8457836255291373,Glen Garioch 12,0.8407996133283685,Glenlivet 16 Nadurra,0.8391010967084088,Balvenie 15 Single Barrel,0.8369533527366807,Balvenie 12 Single Barrel First Fill,0.836381853796712,Glenlivet 12,0.8352774880920852,AnCnoc 12,0.8337123067726969,Cragganmore 12,0.8232925582923795,Dalwhinnie 15,0.822865187166745,Speyburn 10,0.8196228490043769,Glenfiddich 12
Old Pulteney 21,0.8940251862432096,Old Pulteney 17,0.8756949856477612,Clynelish 14,0.8740951921103705,Arran 14,0.8701935826417352,Bunnahabhain 18,0.8672487822632174,Old Pulteney 12,0.8586313582909595,Bunnahabhain 12,0.8502842627070972,Tobermory 15,0.8474530698349212,Glenlivet 25,0.8433876705060528,Oban 18,0.8420252967087914,Oban 14,0.8404438974850594,Glenfarclas 105 Cask Strength,0.835200016204408,Glenfarclas 17,0.8336735164062479,Springbank 15,0.8331530368758417,Highland Park 18,0.8297901705602898,Highland Park 25,0.8108642943670303,GlenDronach 12 Original,0.8076661643282386,Talisker 175th Anniversary,0.8073944673284549,Talisker 18,0.8072472574314999,Arran 10,0.8066041497654961,Glengoyne 21
Glen Garioch 12,0.8862684465522557,Glenfarclas 12,0.876731774956155,Arran 10,0.8717180418547137,Arran 14,0.8692849617277159,Clynelish 14,0.8580997573264573,Glenfiddich 18,0.8566849305161394,Aberlour 10,0.8553672086420795,Balvenie 17 Doublewood,0.8496387483642753,Glenfarclas 17,0.8380320268696022,Bunnahabhain 12,0.8371817662403973,Glenmorangie 18,0.8360313742187513,Glenfiddich 15,0.8326325122469601,GlenDronach 12 Original,0.8282216434834073,Tomatin 12,0.8237241310846666,Bunnahabhain 18,0.8225498214289018,Aberlour 12 Double Cask Matured,0.8217779392833947,Old Pulteney 12,0.8173829804856045,Glenfarclas 15,0.8153047357485004,Glenlivet 25,0.8122964074067902,Glenlivet 18,0.8089118652145061,Balvenie 15 Single Barrel Sherry Cask
Aberlour A'bunadh batch #45,0.9092646729367342,Aberlour 12 Non Chill Filtered,0.8909231431120958,Macallan 12 Sherry,0.890812101820715,GlenDronach Cask Strength,0.8770005554667393,Macallan Sherry Cask Strength,0.8722434116666824,Glenfarclas 12,0.8719617655658005,Aberlour 16,0.8692278609118789,Glenfarclas 105 Cask Strength,0.8609272367676378,Macallan 18 Sherry,0.8551724676119293,Tamdhu 8 Signatory Cask Strength,0.8529227135680794,GlenDronach 15 Revival,0.8504235191741368,Glenlivet Nadurra Oloroso,0.8495458981605604,Glenmorangie Lasanta,0.8337614901818626,Balvenie 15 Single Barrel Sherry Cask,0.8336170834285284,Glenfarclas 15,0.8302200255605607,BenRiach 12 Sherry Matured,0.8248360440766184,GlenDronach 21 Parliament,0.8236010214657424,Bruichladdich Black Art 2.2,0.8190569745150531,GlenDronach 12 Original,0.8189994116127082,Glenfarclas 25,0.8174112550678225,Dalmore 12
Noah's Mill,0.922778997346132,Henry McKenna 10 Single Barrel,0.9217266011620064,Wild Turkey Rare Breed,0.9064345568531114,Elmer T. Lee,0.9061975981626026,Old Grand Dad 114,0.9052315765615251,Elijah Craig 12,0.9006885939828202,Colonel E.H. Taylor Small Batch,0.899157328098609,Knob Creek Single Barrel Reserve,0.8966402131987516,Eagle Rare 10,0.8926596309198832,Elijah Craig Barrel Proof,0.8892376193433812,Wild Turkey 101,0.888754236407213,Blanton's Original Single Barrel,0.8868209246699401,George T. Stagg 2013,0.8829703692539518,Colonel E.H. Taylor Barrel Proof,0.8825886014921889,Blanton's Straight from the Barrel,0.8824177016231503,Black Maple Hill,0.8816435685273829,Buffalo Trace,0.8813126107298627,Four Roses Single Barrel,0.8724487250458745,Colonel E.H. Taylor Single Barrel,0.8715163898625292,Booker's Bourbon,0.8707698631912741,Woodford Reserve Distiller's Select
High West Campfire,0.8525935653434663,High West Double Rye,0.829895579558829,High West Bourye,0.8258055476068408,High West Rendezvous Rye,0.8251440630171127,High West Son of Bourye,0.823860225492392,WhistlePig 10 Straight Rye,0.8056032251705716,Colonel E.H. Taylor Straight Rye,0.8048813747188731,Sazerac Rye,0.8037893746518858,Willett Family Estate Rye 4y,0.8029769335874035,Rittenhouse Rye 100,0.7999595327988863,Bulleit Rye,0.7991469194070018,Wild Turkey 101 Rye,0.7988864231581745,Bulleit Bourbon,0.7966905469283876,Pikesville Rye,0.7938093902860774,Smooth Ambler Old Scout Rye 7,0.790901429300664,Michter's Barrel Strength Rye,0.7901392343164455,Four Roses Small Batch,0.7893910290085187,Wild Turkey 101,0.7865543718310601,Alberta Premium Dark Horse,0.7838936277360029,Four Roses Single Barrel,0.7832044031411022,Willett Family Estate Rye 3y
Macallan 18 Sherry,0.937050974296483,Macallan 12 Sherry,0.8965940455879364,Aberlour 16,0.8937170959815733,Balvenie Tun 1401 Batch #3,0.8906126571989524,Glenfarclas 105 Cask Strength,0.8873121475231143,Macallan Sherry Cask Strength,0.8846910827914078,Aberlour 12 Non Chill Filtered,0.8816487840927001,Balvenie 12 Doublewood,0.8782243478547628,Glenlivet 18,0.8773904192964945,Aberlour 12 Double Cask Matured,0.8772842436264133,Glenfarclas 12,0.876274184895656,GlenDronach 12 Original,0.8751856651948542,Aberlour A'bunadh batch #45,0.8732312904471318,Bruichladdich Black Art 2.2,0.868412087630982,Glenfarclas 17,0.8666337986077646,Macallan 15 Fine Oak,0.8626758512442365,Glenmorangie Lasanta,0.8604286314635566,GlenDronach 15 Revival,0.853894317450212,Aberlour 18,0.8505547175364516,Dalmore 12,0.850465325625771,Auchentoshan Three Wood
Rebel Yell 10 Single Barrel,0.9095883953337545,Colonel E.H. Taylor Small Batch,0.9091501559941902,Orphan Barrel Barterhouse 20,0.9080750155075605,Blanton's Straight from the Barrel,0.9080697305707299,Maker's Mark Cask Strength,0.9064807816229679,Henry McKenna 10 Single Barrel,0.9056708082725664,Elijah Craig 12,0.9050040397777166,Old Forester 1920,0.9032511499286278,Colonel E.H. Taylor Barrel Proof,0.9010840016005768,Elijah Craig Barrel Proof,0.9000336426528373,Michter's 10 Bourbon,0.8960931510917074,Evan Williams White Label Bottled in Bond,0.895949242185335,W.L. Weller 12,0.8918638178233933,Van Winkle Special Reserve 12 Lot B,0.8898082863832549,Elmer T. Lee,0.8864058666901093,Wild Turkey 101,0.8845569041775743,Eagle Rare 10,0.8843612116128435,1792 Full Proof,0.8795896823143132,1792 Sweet Wheat,0.8755220328840901,Colonel E.H. Taylor Single Barrel,0.8676953528416312,Noah's Mill
Evan Williams White Label Bottled in Bond,0.9293825671222771,Henry McKenna 10 Single Barrel,0.9100132557212817,Eagle Rare 10,0.8916318772767897,Elmer T. Lee,0.8909152814177145,Rebel Yell 10 Single Barrel,0.8905748701756957,Old Grand Dad 100 Bottled in Bond,0.8897309345808321,Wild Turkey 101,0.887300614522732,Blanton's Straight from the Barrel,0.886455585973655,Heaven Hill 6 Bottled in Bond,0.8770588222836303,Old Ezra 101,0.8762634073961417,Colonel E.H. Taylor Barrel Proof,0.8756114121839911,Michter's 10 Bourbon,0.875001080713057,Elijah Craig 12,0.8710455798844081,Orphan Barrel Barterhouse 20,0.8707494724366935,Colonel E.H. Taylor Small Batch,0.8705462378177948,Old Grand Dad 114,0.8702521494711539,Old Forester 1920,0.8677970432183211,Old Weller Antique 107,0.8647441827691111,Elijah Craig Barrel Proof,0.8644820876645551,Buffalo Trace,0.8617043136352501,Woodford Reserve Distiller's Select
Balvenie 17 Peated Cask,0.8976023321294582,Ardmore Traditional Cask Peated,0.8652442422738235,Lagavulin 12,0.8622699320147952,Highland Park 15 Loki,0.8622146112632656,Laphroaig 18,0.8612893851107275,Ardbeg Galileo,0.8579466814437686,Johnnie Walker Green Label,0.8579119065393153,Compass Box Peat Monster,0.8490406379717745,BenRiach 10 Curiositas,0.8474783878103934,Kilchoman Machir Bay,0.8455928707856041,Laphroaig Quarter Cask,0.8441395082705238,Connemara Peated,0.8417786745423457,Lagavulin 16,0.8413407830369375,Highland Park 12,0.8404313274290092,Jura Superstition,0.8353416782714471,Caol Ila 12,0.8349904875405056,Springbank 15,0.8323328729491848,Ardbeg 10,0.8301746135006516,Longrow Peated,0.8264823588043184,Johnnie Walker Black Label,0.8263427247532715,Laphroaig 15
Johnnie Walker Double Black,0.9007460981900519,Johnnie Walker Black Label,0.8939580407450343,Johnnie Walker Blue Label,0.879971195893646,Laphroaig Quarter Cask,0.8611090668406995,Highland Park 18,0.8542505859938295,Lagavulin 16,0.8528384423287279,Lagavulin 12,0.8515013572085737,Johnnie Walker Platinum Label,0.8490956183775693,Ardbeg 10,0.8480922984597561,Ardbeg Perpetuum,0.8469220383965538,Johnnie Walker Green Label,0.8409141599508932,Ardbeg Uigeadail,0.838820525871954,Highland Park 12,0.838084150258106,Laphroaig 10,0.8368890359032823,Laphroaig 18,0.8345716877750203,Bowmore 12,0.8339046640570281,Ardbeg Airigh Nam Beist 1990,0.8314712239694325,Talisker 18,0.8298576673347517,Longrow Peated,0.8293846353837265,Bruichladdich Port Charlotte 10,0.8180246498550643,Caol Ila 12
Kavalan Solist Sherry,0.9271175744800975,GlenDronach 15 Revival,0.9100065640229493,Glengoyne 21,0.909995886121758,Macallan Sherry Cask Strength,0.9009280865041983,GlenDronach 21 Parliament,0.8844517482816528,Glenfarclas 105 Cask Strength,0.8792221880024649,GlenDronach 18 Allardice,0.8771323487328753,Bunnahabhain 18,0.8690345019590427,BenRiach 12 Sherry Matured,0.8676362104239981,Glengoyne 25,0.8652155049015898,Tobermory 15,0.865000529396535,Glenfarclas 40,0.8641349181551798,Bruichladdich Black Art 3.1,0.8617206777613161,GlenDronach 12 Original,0.849072465005623,Aberlour 12 Non Chill Filtered,0.8488823138527191,Balvenie 15 Single Barrel Sherry Cask,0.8473961653006119,Macallan Edition No. 2,0.8466910182575582,Auchentoshan Three Wood,0.8456103985459957,Glenfarclas 25,0.8428760722963293,Aberlour A'bunadh batch #45,0.842631880791783,Dalmore 15
